id;time;image;response;session;delay
208;2020-01-30 18:56:34;style_4.jpg;1;e9a5effc86a5e7478855ed7bde42d090;00:00:04
209;2020-01-30 18:56:38;vae_0.png;1;e9a5effc86a5e7478855ed7bde42d090;00:00:04
210;2020-01-30 18:56:43;vae_2.png;0;e9a5effc86a5e7478855ed7bde42d090;00:00:05
211;2020-01-30 18:56:47;vae_3.png;0;e9a5effc86a5e7478855ed7bde42d090;00:00:04
212;2020-01-30 18:56:50;no_vae_0.png;1;e9a5effc86a5e7478855ed7bde42d090;00:00:03
213;2020-01-30 18:56:54;no_vae_2.png;1;e9a5effc86a5e7478855ed7bde42d090;00:00:04
214;2020-01-30 18:56:58;style_1.jpg;1;e9a5effc86a5e7478855ed7bde42d090;00:00:04
215;2020-01-30 18:57:02;no_vae_1.png;0;e9a5effc86a5e7478855ed7bde42d090;00:00:04
216;2020-01-30 18:57:06;vae_4.png;1;e9a5effc86a5e7478855ed7bde42d090;00:00:04
217;2020-01-30 18:57:10;style_2.jpg;0;e9a5effc86a5e7478855ed7bde42d090;00:00:04
218;2020-01-30 18:57:14;no_vae_4.png;0;e9a5effc86a5e7478855ed7bde42d090;00:00:04
219;2020-01-30 18:57:17;vae_1.png;0;e9a5effc86a5e7478855ed7bde42d090;00:00:03
220;2020-01-30 18:57:21;style_0.jpg;1;e9a5effc86a5e7478855ed7bde42d090;00:00:04
221;2020-01-30 18:59:06;no_vae_0.png;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:02
222;2020-01-30 18:59:09;no_vae_1.png;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:03
223;2020-01-30 18:59:10;style_3.jpg;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:01
224;2020-01-30 18:59:11;vae_3.png;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:01
225;2020-01-30 18:59:13;vae_2.png;1;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:02
226;2020-01-30 18:59:14;vae_1.png;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:01
227;2020-01-30 18:59:16;style_2.jpg;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:02
228;2020-01-30 18:59:17;style_0.jpg;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:01
229;2020-01-30 18:59:19;style_4.jpg;1;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:02
230;2020-01-30 18:59:21;vae_4.png;1;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:02
231;2020-01-30 18:59:23;style_1.jpg;1;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:02
232;2020-01-30 18:59:24;no_vae_2.png;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:01
233;2020-01-30 18:59:26;vae_0.png;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:02
234;2020-01-30 18:59:27;no_vae_3.png;0;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:01
235;2020-01-30 18:59:29;no_vae_4.png;1;7e646185a4e021e86caa2fd8ec7d8ebb;00:00:02
236;2020-01-30 19:05:12;no_vae_2.png;0;9f8d82f87b02c38c100205892de73e7f;00:00:05
237;2020-01-30 19:05:14;style_0.jpg;0;9f8d82f87b02c38c100205892de73e7f;00:00:02
238;2020-01-30 19:05:16;style_4.jpg;1;9f8d82f87b02c38c100205892de73e7f;00:00:02
239;2020-01-30 19:05:18;vae_0.png;1;9f8d82f87b02c38c100205892de73e7f;00:00:02
240;2020-01-30 19:05:22;vae_4.png;1;9f8d82f87b02c38c100205892de73e7f;00:00:04
241;2020-01-30 19:05:23;vae_2.png;1;9f8d82f87b02c38c100205892de73e7f;00:00:01
242;2020-01-30 19:05:25;vae_3.png;0;9f8d82f87b02c38c100205892de73e7f;00:00:02
243;2020-01-30 19:05:27;no_vae_4.png;0;9f8d82f87b02c38c100205892de73e7f;00:00:02
244;2020-01-30 19:05:31;style_2.jpg;1;9f8d82f87b02c38c100205892de73e7f;00:00:04
245;2020-01-30 19:05:33;no_vae_1.png;0;9f8d82f87b02c38c100205892de73e7f;00:00:02
246;2020-01-30 19:05:37;no_vae_0.png;1;9f8d82f87b02c38c100205892de73e7f;00:00:04
247;2020-01-30 19:05:39;no_vae_3.png;1;9f8d82f87b02c38c100205892de73e7f;00:00:02
248;2020-01-30 19:05:42;style_1.jpg;1;9f8d82f87b02c38c100205892de73e7f;00:00:03
249;2020-01-30 19:05:43;vae_1.png;0;9f8d82f87b02c38c100205892de73e7f;00:00:01
250;2020-01-30 19:05:44;style_3.jpg;0;9f8d82f87b02c38c100205892de73e7f;00:00:01
251;2020-01-30 19:10:42;no_vae_4.png;0;62a13a522d48c86050fdbf807f1a02f0;00:00:05
252;2020-01-30 19:10:45;vae_0.png;1;62a13a522d48c86050fdbf807f1a02f0;00:00:03
253;2020-01-30 19:10:48;vae_3.png;0;62a13a522d48c86050fdbf807f1a02f0;00:00:03
254;2020-01-30 19:10:51;vae_4.png;1;62a13a522d48c86050fdbf807f1a02f0;00:00:03
255;2020-01-30 19:10:53;style_1.jpg;1;62a13a522d48c86050fdbf807f1a02f0;00:00:02
256;2020-01-30 19:10:57;vae_2.png;1;62a13a522d48c86050fdbf807f1a02f0;00:00:04
257;2020-01-30 19:11:00;no_vae_2.png;0;62a13a522d48c86050fdbf807f1a02f0;00:00:03
258;2020-01-30 19:11:04;vae_1.png;0;62a13a522d48c86050fdbf807f1a02f0;00:00:04
259;2020-01-30 19:11:07;style_2.jpg;0;62a13a522d48c86050fdbf807f1a02f0;00:00:03
260;2020-01-30 19:11:10;style_3.jpg;0;62a13a522d48c86050fdbf807f1a02f0;00:00:03
261;2020-01-30 19:11:12;style_0.jpg;0;62a13a522d48c86050fdbf807f1a02f0;00:00:02
262;2020-01-30 19:11:15;no_vae_0.png;1;62a13a522d48c86050fdbf807f1a02f0;00:00:03
263;2020-01-30 19:11:17;no_vae_3.png;1;62a13a522d48c86050fdbf807f1a02f0;00:00:02
264;2020-01-30 19:11:20;no_vae_1.png;1;62a13a522d48c86050fdbf807f1a02f0;00:00:03
265;2020-01-30 19:11:22;style_4.jpg;1;62a13a522d48c86050fdbf807f1a02f0;00:00:02
266;2020-01-30 19:26:46;no_vae_1.png;1;789a469d485a727e739defcca0d5f84b;00:00:03
267;2020-01-30 19:26:48;no_vae_2.png;0;789a469d485a727e739defcca0d5f84b;00:00:02
268;2020-01-30 19:26:50;style_3.jpg;1;789a469d485a727e739defcca0d5f84b;00:00:02
269;2020-01-30 19:26:52;vae_1.png;0;789a469d485a727e739defcca0d5f84b;00:00:02
270;2020-01-30 19:26:54;no_vae_3.png;0;789a469d485a727e739defcca0d5f84b;00:00:02
271;2020-01-30 19:26:56;style_0.jpg;1;789a469d485a727e739defcca0d5f84b;00:00:02
272;2020-01-30 19:26:58;vae_3.png;1;789a469d485a727e739defcca0d5f84b;00:00:02
273;2020-01-30 19:27:00;vae_0.png;0;789a469d485a727e739defcca0d5f84b;00:00:02
274;2020-01-30 19:27:03;vae_4.png;1;789a469d485a727e739defcca0d5f84b;00:00:03
275;2020-01-30 19:27:04;style_1.jpg;1;789a469d485a727e739defcca0d5f84b;00:00:01
276;2020-01-30 19:27:06;no_vae_4.png;0;789a469d485a727e739defcca0d5f84b;00:00:02
277;2020-01-30 19:27:09;style_2.jpg;1;789a469d485a727e739defcca0d5f84b;00:00:03
278;2020-01-30 19:27:11;vae_2.png;0;789a469d485a727e739defcca0d5f84b;00:00:02
279;2020-01-30 19:27:13;style_4.jpg;0;789a469d485a727e739defcca0d5f84b;00:00:02
280;2020-01-30 19:27:15;no_vae_0.png;1;789a469d485a727e739defcca0d5f84b;00:00:02
281;2020-01-30 20:03:28;no_vae_1.png;1;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:06
282;2020-01-30 20:03:31;no_vae_3.png;1;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:03
283;2020-01-30 20:03:34;style_2.jpg;0;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:03
284;2020-01-30 20:03:38;vae_4.png;0;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:04
285;2020-01-30 20:03:41;style_0.jpg;0;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:03
286;2020-01-30 20:03:43;style_3.jpg;1;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:02
287;2020-01-30 20:03:46;vae_2.png;1;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:03
288;2020-01-30 20:03:49;no_vae_0.png;1;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:03
289;2020-01-30 20:03:51;vae_1.png;0;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:02
290;2020-01-30 20:03:54;style_4.jpg;0;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:03
291;2020-01-30 20:03:56;vae_0.png;1;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:02
292;2020-01-30 20:03:58;style_1.jpg;1;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:02
293;2020-01-30 20:04:01;no_vae_4.png;1;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:03
294;2020-01-30 20:04:03;vae_3.png;0;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:02
295;2020-01-30 20:04:06;no_vae_2.png;0;d7a33b45bff2d947f2cbc7bff1418ca8;00:00:03
296;2020-01-30 20:51:04;no_vae_3.png;0;66d81995d6d6771f63e0e228f3c471d0;00:00:04
297;2020-01-30 20:51:06;style_3.jpg;0;66d81995d6d6771f63e0e228f3c471d0;00:00:02
298;2020-01-30 20:51:10;vae_2.png;0;66d81995d6d6771f63e0e228f3c471d0;00:00:04
299;2020-01-30 20:51:13;vae_3.png;0;66d81995d6d6771f63e0e228f3c471d0;00:00:03
300;2020-01-30 20:51:15;vae_4.png;1;66d81995d6d6771f63e0e228f3c471d0;00:00:02
301;2020-01-30 20:51:18;style_1.jpg;1;66d81995d6d6771f63e0e228f3c471d0;00:00:03
302;2020-01-30 20:51:21;no_vae_1.png;1;66d81995d6d6771f63e0e228f3c471d0;00:00:03
303;2020-01-30 20:51:23;vae_0.png;1;66d81995d6d6771f63e0e228f3c471d0;00:00:02
304;2020-01-30 20:51:25;style_0.jpg;0;66d81995d6d6771f63e0e228f3c471d0;00:00:02
305;2020-01-30 20:51:27;no_vae_0.png;1;66d81995d6d6771f63e0e228f3c471d0;00:00:02
306;2020-01-30 20:51:28;style_2.jpg;1;66d81995d6d6771f63e0e228f3c471d0;00:00:01
307;2020-01-30 20:51:32;no_vae_2.png;0;66d81995d6d6771f63e0e228f3c471d0;00:00:04
308;2020-01-30 20:51:34;no_vae_4.png;1;66d81995d6d6771f63e0e228f3c471d0;00:00:02
309;2020-01-30 20:51:38;vae_1.png;0;66d81995d6d6771f63e0e228f3c471d0;00:00:04
310;2020-01-30 20:51:39;style_4.jpg;1;66d81995d6d6771f63e0e228f3c471d0;00:00:01
311;2020-01-30 21:14:37;no_vae_1.png;0;25c2c08797958913261e538c54110861;00:00:06
312;2020-01-30 21:14:41;no_vae_2.png;0;25c2c08797958913261e538c54110861;00:00:04
313;2020-01-30 21:14:45;style_0.jpg;0;25c2c08797958913261e538c54110861;00:00:04
314;2020-01-30 21:14:47;vae_2.png;1;25c2c08797958913261e538c54110861;00:00:02
315;2020-01-30 21:14:48;style_4.jpg;1;25c2c08797958913261e538c54110861;00:00:01
316;2020-01-30 21:14:51;no_vae_0.png;0;25c2c08797958913261e538c54110861;00:00:03
317;2020-01-30 21:14:54;style_2.jpg;0;25c2c08797958913261e538c54110861;00:00:03
318;2020-01-30 21:14:56;no_vae_4.png;1;25c2c08797958913261e538c54110861;00:00:02
319;2020-01-30 21:14:57;no_vae_3.png;1;25c2c08797958913261e538c54110861;00:00:01
320;2020-01-30 21:15:02;vae_1.png;0;25c2c08797958913261e538c54110861;00:00:05
321;2020-01-30 21:15:03;style_1.jpg;1;25c2c08797958913261e538c54110861;00:00:01
322;2020-01-30 21:15:05;vae_4.png;1;25c2c08797958913261e538c54110861;00:00:01
323;2020-01-30 21:15:09;vae_3.png;0;25c2c08797958913261e538c54110861;00:00:04
324;2020-01-30 21:15:11;vae_0.png;1;25c2c08797958913261e538c54110861;00:00:02
325;2020-01-30 21:15:13;style_3.jpg;0;25c2c08797958913261e538c54110861;00:00:02
326;2020-01-30 21:20:49;no_vae_2.png;0;c87601d8ca58d6d04e524eb2d0316fce;00:00:03
327;2020-01-30 21:20:52;style_2.jpg;0;c87601d8ca58d6d04e524eb2d0316fce;00:00:03
328;2020-01-30 21:20:55;style_3.jpg;0;c87601d8ca58d6d04e524eb2d0316fce;00:00:03
329;2020-01-30 21:21:00;vae_3.png;0;c87601d8ca58d6d04e524eb2d0316fce;00:00:05
330;2020-01-30 21:21:04;vae_4.png;1;c87601d8ca58d6d04e524eb2d0316fce;00:00:04
331;2020-01-30 21:21:09;style_0.jpg;1;c87601d8ca58d6d04e524eb2d0316fce;00:00:05
332;2020-01-30 21:21:14;no_vae_4.png;1;c87601d8ca58d6d04e524eb2d0316fce;00:00:05
333;2020-01-30 21:21:18;no_vae_1.png;1;c87601d8ca58d6d04e524eb2d0316fce;00:00:04
334;2020-01-30 21:21:22;no_vae_3.png;1;c87601d8ca58d6d04e524eb2d0316fce;00:00:04
335;2020-01-30 21:21:25;vae_1.png;0;c87601d8ca58d6d04e524eb2d0316fce;00:00:03
336;2020-01-30 21:21:29;style_4.jpg;0;c87601d8ca58d6d04e524eb2d0316fce;00:00:04
337;2020-01-30 21:21:32;vae_2.png;0;c87601d8ca58d6d04e524eb2d0316fce;00:00:03
338;2020-01-30 21:21:35;vae_0.png;1;c87601d8ca58d6d04e524eb2d0316fce;00:00:03
339;2020-01-30 21:21:37;style_1.jpg;1;c87601d8ca58d6d04e524eb2d0316fce;00:00:02
340;2020-01-30 21:21:40;no_vae_0.png;1;c87601d8ca58d6d04e524eb2d0316fce;00:00:03
341;2020-01-30 21:38:01;no_vae_4.png;1;548d93ff5c7dd0760d828a55216db4f0;00:00:06
342;2020-01-30 21:38:06;style_2.jpg;0;548d93ff5c7dd0760d828a55216db4f0;00:00:05
343;2020-01-30 21:38:11;style_4.jpg;1;548d93ff5c7dd0760d828a55216db4f0;00:00:05
344;2020-01-30 21:38:16;vae_4.png;0;548d93ff5c7dd0760d828a55216db4f0;00:00:05
345;2020-01-30 21:38:20;no_vae_2.png;0;548d93ff5c7dd0760d828a55216db4f0;00:00:04
346;2020-01-30 21:38:23;style_1.jpg;1;548d93ff5c7dd0760d828a55216db4f0;00:00:03
347;2020-01-30 21:38:27;no_vae_0.png;0;548d93ff5c7dd0760d828a55216db4f0;00:00:04
348;2020-01-30 21:38:30;style_0.jpg;0;548d93ff5c7dd0760d828a55216db4f0;00:00:03
349;2020-01-30 21:38:34;vae_1.png;0;548d93ff5c7dd0760d828a55216db4f0;00:00:04
350;2020-01-30 21:38:38;vae_2.png;1;548d93ff5c7dd0760d828a55216db4f0;00:00:04
351;2020-01-30 21:38:42;style_3.jpg;0;548d93ff5c7dd0760d828a55216db4f0;00:00:04
352;2020-01-30 21:38:45;vae_3.png;0;548d93ff5c7dd0760d828a55216db4f0;00:00:03
353;2020-01-30 21:38:47;vae_0.png;0;548d93ff5c7dd0760d828a55216db4f0;00:00:02
354;2020-01-30 21:38:51;no_vae_1.png;1;548d93ff5c7dd0760d828a55216db4f0;00:00:04
355;2020-01-30 21:38:54;no_vae_3.png;1;548d93ff5c7dd0760d828a55216db4f0;00:00:03
356;2020-01-30 21:47:53;no_vae_2.png;1;dbeab95b53c326f4d110e506aba74b29;00:00:04
357;2020-01-30 21:47:57;style_1.jpg;1;dbeab95b53c326f4d110e506aba74b29;00:00:04
358;2020-01-30 21:48:01;style_2.jpg;0;dbeab95b53c326f4d110e506aba74b29;00:00:04
359;2020-01-30 21:48:04;style_3.jpg;0;dbeab95b53c326f4d110e506aba74b29;00:00:03
360;2020-01-30 21:48:06;style_4.jpg;1;dbeab95b53c326f4d110e506aba74b29;00:00:02
361;2020-01-30 21:48:09;vae_2.png;1;dbeab95b53c326f4d110e506aba74b29;00:00:03
362;2020-01-30 21:48:13;vae_4.png;0;dbeab95b53c326f4d110e506aba74b29;00:00:04
363;2020-01-30 21:48:16;vae_0.png;0;dbeab95b53c326f4d110e506aba74b29;00:00:03
364;2020-01-30 21:48:19;no_vae_4.png;1;dbeab95b53c326f4d110e506aba74b29;00:00:03
365;2020-01-30 21:48:23;vae_1.png;0;dbeab95b53c326f4d110e506aba74b29;00:00:04
366;2020-01-30 21:48:26;no_vae_0.png;0;dbeab95b53c326f4d110e506aba74b29;00:00:03
367;2020-01-30 21:48:29;vae_3.png;0;dbeab95b53c326f4d110e506aba74b29;00:00:03
368;2020-01-30 21:48:32;no_vae_3.png;1;dbeab95b53c326f4d110e506aba74b29;00:00:03
369;2020-01-30 21:48:34;no_vae_1.png;1;dbeab95b53c326f4d110e506aba74b29;00:00:02
370;2020-01-30 21:48:37;style_0.jpg;0;dbeab95b53c326f4d110e506aba74b29;00:00:03
371;2020-01-30 21:58:32;no_vae_4.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:02
372;2020-01-30 21:58:33;style_0.jpg;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
373;2020-01-30 21:58:34;style_1.jpg;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:00
374;2020-01-30 21:58:35;style_3.jpg;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
375;2020-01-30 21:58:36;vae_1.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
376;2020-01-30 21:58:37;vae_4.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
377;2020-01-30 21:58:38;style_2.jpg;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
378;2020-01-30 21:58:39;style_4.jpg;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
379;2020-01-30 21:58:40;no_vae_0.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
380;2020-01-30 21:58:41;no_vae_3.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
381;2020-01-30 21:58:41;vae_3.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:00
382;2020-01-30 21:58:42;vae_2.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
383;2020-01-30 21:58:43;no_vae_1.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
384;2020-01-30 21:58:44;vae_0.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
385;2020-01-30 21:58:45;no_vae_2.png;0;1cc2aa8b70d433401f01a0e4781a8889;00:00:01
386;2020-01-30 22:18:22;vae_1.png;0;474171f595b00452d38e6901136739bd;00:00:05
387;2020-01-30 22:23:01;style_1.jpg;1;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:05
388;2020-01-30 22:23:03;style_2.jpg;0;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:02
389;2020-01-30 22:23:04;vae_0.png;1;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:01
390;2020-01-30 22:23:07;vae_2.png;0;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:03
391;2020-01-30 22:23:08;vae_3.png;1;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:01
392;2020-01-30 22:23:12;vae_4.png;0;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:04
393;2020-01-30 22:23:15;style_3.jpg;1;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:03
394;2020-01-30 22:23:16;vae_1.png;0;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:01
395;2020-01-30 22:23:18;no_vae_4.png;1;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:02
396;2020-01-30 22:23:20;style_0.jpg;0;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:02
397;2020-01-30 22:23:25;style_4.jpg;1;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:05
398;2020-01-30 22:23:27;no_vae_2.png;1;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:02
399;2020-01-30 22:23:28;no_vae_1.png;0;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:01
400;2020-01-30 22:23:32;no_vae_0.png;1;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:04
401;2020-01-30 22:23:33;no_vae_3.png;0;4476b672dffc9f8ba7f3a11db65fe1f1;00:00:01
402;2020-01-31 16:48:01;style_1.jpg;1;8e1eb4efa534819854eacd3b92398da1;00:00:05
403;2020-01-31 16:48:05;style_4.jpg;1;8e1eb4efa534819854eacd3b92398da1;00:00:04
404;2020-01-31 16:48:08;vae_3.png;0;8e1eb4efa534819854eacd3b92398da1;00:00:03
405;2020-01-31 16:48:11;vae_4.png;1;8e1eb4efa534819854eacd3b92398da1;00:00:03
406;2020-01-31 16:48:15;style_3.jpg;0;8e1eb4efa534819854eacd3b92398da1;00:00:04
407;2020-01-31 16:48:19;style_2.jpg;1;8e1eb4efa534819854eacd3b92398da1;00:00:04
408;2020-01-31 16:48:23;vae_1.png;0;8e1eb4efa534819854eacd3b92398da1;00:00:04
409;2020-01-31 16:48:27;no_vae_4.png;1;8e1eb4efa534819854eacd3b92398da1;00:00:04
410;2020-01-31 16:48:31;vae_2.png;1;8e1eb4efa534819854eacd3b92398da1;00:00:04
411;2020-01-31 16:48:35;no_vae_0.png;1;8e1eb4efa534819854eacd3b92398da1;00:00:04
412;2020-01-31 16:48:38;no_vae_1.png;0;8e1eb4efa534819854eacd3b92398da1;00:00:03
413;2020-01-31 16:48:42;no_vae_3.png;1;8e1eb4efa534819854eacd3b92398da1;00:00:04
414;2020-01-31 16:48:46;no_vae_2.png;0;8e1eb4efa534819854eacd3b92398da1;00:00:04
415;2020-01-31 16:48:51;vae_0.png;0;8e1eb4efa534819854eacd3b92398da1;00:00:05
